City,Lat,Lon,Max Temp,Humidity,Cloudiness,Wind Speed,Date
Burkburnett,34.0979,-98.5706,63.0,39,20,10.36,1616196724
Nemuro,43.3236,145.575,27.95,71,0,11.9,1616196724
Enumclaw,47.2043,-121.9915,55.0,58,96,3.0,1616196725
Puerto Suárez,-18.95,-57.8,77.0,100,75,3.56,1616196725
Mariana,-20.3778,-43.4161,65.97,97,6,1.1,1616196725
Kamaishi,39.2667,141.8833,35.6,75,0,6.91,1616196726
Almaznyy,48.0448,40.045,35.6,87,40,4.47,1616196726
Dunedin,-45.8742,170.5036,60.01,65,33,11.01,1616196726
Zitlaltépec,19.2069,-97.9083,71.6,26,40,9.22,1616196726
‘Āhuimanu,21.4447,-157.8378,78.8,68,75,14.97,1616196727
Makakilo City,21.3469,-158.0858,80.6,44,1,13.8,1616196560
Esmeraldas,-19.7625,-44.3139,75.2,60,0,9.22,1616196727
Fort Nelson,58.8053,-122.7002,32.0,51,40,14.97,1616196608
Qui Nhon,13.7667,109.2333,74.41,90,50,4.83,1616196489
Niamtougou,9.7681,1.1053,77.72,65,100,0.89,1616196727
Puerto Carreño,6.189,-67.4859,87.78,39,100,11.86,1616196728
Cayenne,4.9333,-52.3333,79.0,88,20,2.3,1616196491
Makat,47.6469,53.3463,31.73,85,100,21.27,1616196728
Iberia,29.9502,-91.7507,53.6,62,90,17.27,1616196728
Honiara,-9.4333,159.95,87.6,61,6,3.56,1616196729
Bichena,10.45,38.2,55.8,37,6,1.16,1616196729
Dudinka,69.4058,86.1778,-37.8,91,0,9.73,1616196444
Byron Bay,-28.65,153.6167,75.2,83,90,6.91,1616196729
Lewistown,40.5992,-77.5714,41.0,26,1,5.75,1616196463
Hervey Bay,-25.2986,152.8535,82.99,76,76,5.01,1616196730
Lamu,-2.2717,40.902,80.6,83,75,8.05,1616196730
Gijón,43.5357,-5.6615,51.01,76,84,1.01,1616196730
Bhuj,23.2667,69.6667,72.25,61,0,11.34,1616196731
Harper,4.375,-7.7169,79.29,83,42,6.33,1616196731
Russell,32.3502,-85.1999,59.0,62,90,5.75,1616196731
Parabel',58.6978,81.4825,21.4,89,100,5.95,1616196731
Salalah,17.0151,54.0924,73.4,46,0,4.61,1616196471
Safford,32.834,-109.7076,80.6,7,1,4.61,1616196732
Kichmengskiy Gorodok,59.9816,45.7854,14.07,97,89,5.64,1616196732
Santa Cruz de la Sierra,-17.8,-63.1667,77.0,73,40,5.75,1616196732
Flin Flon,54.7682,-101.865,48.2,46,75,6.91,1616196733
Verkhoyansk,67.5447,133.385,3.72,84,100,4.94,1616196499
Jiuquan,39.7432,98.5174,23.0,34,13,6.38,1616196733
Westport,41.1415,-73.3579,39.2,20,1,14.97,1616196480
Loa Janan,-0.583,117.095,76.82,95,97,2.13,1616196733
Srednekolymsk,67.45,153.6833,-10.59,81,0,3.42,1616196734
Lompoc,34.6391,-120.4579,60.8,82,90,9.22,1616196477
Būndi,25.4417,75.6417,72.19,39,88,2.3,1616196734
Grande Prairie,55.1667,-118.8027,46.4,46,20,17.27,1616196691
Jacareacanga,-6.2222,-57.7528,73.72,95,100,2.1,1616196734
Valparaíso,-33.0393,-71.6273,61.0,55,0,4.61,1616196733
Agropoli,40.3469,14.9966,43.0,84,100,5.99,1616196735
Kindu,-2.95,25.95,70.77,99,97,2.48,1616196735
Bathsheba,13.2167,-59.5167,77.0,61,20,13.8,1616196735
Chapais,49.7834,-74.8492,30.2,51,90,6.91,1616196735
Codajás,-3.8367,-62.0569,74.71,95,87,2.3,1616196736
Rio Grande,-32.035,-52.0986,69.01,81,0,1.01,1616196736
Iwata,34.7,137.85,59.0,71,40,4.61,1616196736
Ikwiriri,-7.9562,38.9716,73.22,93,48,0.45,1616196737
Dali,25.7,100.1833,49.87,51,100,3.44,1616196559
Mwense,-10.3845,28.698,66.18,95,100,3.02,1616196737
Coxim,-18.5067,-54.76,75.4,92,100,4.74,1616196737
Tura,25.5198,90.2201,69.33,31,62,2.48,1616196547
Marabu,4.4148,114.0089,77.0,100,20,2.3,1616196738
Qaqortoq,60.7167,-46.0333,37.4,41,90,16.11,1616196578
Boundiali,9.5217,-6.4869,84.6,42,72,7.16,1616196738
Zatoka,46.0725,30.4654,35.6,93,20,8.95,1616196738
Sompeta,18.9333,84.6,76.41,42,0,4.21,1616196739
Sari,36.5633,53.0601,50.13,83,36,6.58,1616196739
Labuhan,-6.8844,112.2051,79.45,81,94,10.76,1616196739
Te Anau,-45.4167,167.7167,59.0,62,67,1.97,1616196739
Yulara,-25.2406,130.9889,75.2,35,100,10.36,1616196681
Yokadouma,3.5167,15.05,69.31,98,71,2.44,1616196740
Keetmanshoop,-26.5833,18.1333,74.01,56,54,7.23,1616196740
Marsh Harbour,26.5412,-77.0636,73.47,84,8,13.0,1616196740
Constitución,-35.3333,-72.4167,55.67,78,46,4.83,1616196718
Ilebo,-4.3167,20.5833,71.73,91,48,1.03,1616196741
Yingchuan,34.1628,113.4639,41.0,100,84,2.24,1616196741
Kilindoni,-7.9139,39.6668,82.99,69,18,4.65,1616196741
Yadrin,55.9405,46.2062,19.09,96,90,7.96,1616196742
Dovbysh,50.3733,27.9874,29.59,79,100,4.92,1616196742
Ballina,-28.8667,153.5667,75.2,83,90,6.91,1616196742
Choix,26.7092,-108.3219,89.24,9,0,10.71,1616196742
Pavlodar,52.3,76.95,15.8,79,0,24.61,1616196743
Namangan,40.9983,71.6726,50.0,43,95,9.22,1616196743
South Lake Tahoe,38.9332,-119.9844,35.6,93,90,11.5,1616196743
Kavaratti,10.5669,72.642,82.69,70,17,7.92,1616196667
Atar,20.5169,-13.0499,72.9,18,0,12.64,1616196744
Paamiut,61.994,-49.6678,33.24,62,100,28.01,1616196457
Bambanglipuro,-7.95,110.2833,78.17,84,100,4.47,1616196744
Karratha,-20.7377,116.8463,77.29,58,0,22.01,1616196744
Savalou,7.9281,1.9756,80.65,67,100,4.83,1616196745
Båtsfjord,70.6345,29.7185,33.8,80,75,31.07,1616196745
Ucar,40.519,47.6542,37.4,75,0,4.61,1616196745
Wau,7.7029,27.9953,79.48,54,71,4.72,1616196745
Laguna,38.421,-121.4238,61.0,59,90,6.91,1616196487
Tsukuba,36.2,140.1,57.0,66,75,3.44,1616196746
Āron,24.3833,77.4167,69.19,44,4,7.11,1616196746
Hasaki,35.7333,140.8333,54.0,87,75,9.22,1616196645
San Quintín,30.4833,-115.95,63.45,64,0,20.42,1616196746
Arman',59.7,150.1667,6.35,61,0,4.47,1616196747
Nuuk,64.1835,-51.7216,26.6,59,90,11.5,1616196747
Juneau,58.3019,-134.4197,36.0,51,75,10.36,1616196612
Waddān,29.1614,16.139,64.65,28,0,4.56,1616196747
Port Hedland,-20.3167,118.5667,71.6,68,14,17.27,1616196748
Mareeba,-17.0,145.4333,82.0,74,75,6.91,1616196748
Doha,25.2867,51.5333,75.2,41,0,12.66,1616196748
Cap Malheureux,-19.9842,57.6142,75.0,92,5,1.01,1616196749
Rincon,32.296,-81.2354,60.8,59,90,14.97,1616196749
Coruripe,-10.1256,-36.1756,78.76,80,32,10.27,1616196749
Banda Aceh,5.5577,95.3222,79.2,79,59,3.6,1616196749
Maumere,-8.6199,122.2111,82.74,77,53,8.08,1616196750
Egvekinot,66.3167,-179.1667,-5.67,74,68,7.54,1616196750
Salinas,36.6777,-121.6555,59.0,82,90,6.91,1616196681
Hay River,60.8156,-115.7999,23.0,93,100,9.22,1616196637
Shingū,33.7333,135.9833,60.8,51,75,10.36,1616196750
Kahama,-3.8333,32.6,63.64,90,45,0.98,1616196751
Korčula,42.9622,17.1369,35.6,64,20,3.44,1616196751
Kumul,42.8,93.45,28.6,28,0,9.91,1616196751
The Valley,18.217,-63.0578,78.8,69,40,13.8,1616196751
Hobyo,5.3505,48.5268,80.44,80,48,12.15,1616196752
Kendari,-3.945,122.4989,78.03,82,95,2.06,1616196752
Maracanaú,-3.8767,-38.6256,82.99,78,20,6.91,1616196752
Lenoir,35.2335,-77.6497,44.6,65,75,11.5,1616196753
Yeppoon,-23.1333,150.7333,80.6,74,75,10.36,1616196753
Uarini,-2.99,-65.1083,77.0,88,90,3.44,1616196753
Shunyi,40.125,116.6453,51.01,93,72,2.24,1616196753
Vostok,46.4856,135.8833,24.96,84,73,2.08,1616196654
Conceição da Barra,-18.5933,-39.7322,76.42,85,99,5.44,1616196685
Roald,62.5833,6.1333,44.01,87,90,21.85,1616196754
Aswān,24.0934,32.907,70.29,36,0,8.72,1616196742
Nieuw Amsterdam,5.8833,-55.0833,78.8,73,20,8.05,1616196754
San Antonio,29.4241,-98.4936,71.6,23,1,10.36,1616196681
Mahibadhoo,3.7833,72.9667,82.2,69,71,6.58,1616196755
Chapada dos Guimarães,-15.4606,-55.7497,75.2,94,75,11.5,1616196755
Conde,-7.2597,-34.9075,78.8,83,75,8.05,1616196755
Stara Vyzhivka,51.4376,24.44,27.75,73,1,3.87,1616196755
Salinópolis,-0.6136,-47.3561,74.82,89,98,4.7,1616196756
Ubinskoye,55.3068,79.6802,19.47,78,100,17.29,1616196756
Balad,34.0164,44.1453,57.96,50,0,6.93,1616196756
Bay Roberts,47.5999,-53.2648,50.0,95,100,8.99,1616196757
Matinhos,-25.8175,-48.5428,71.6,100,75,3.44,1616196757
Las Palmas,28.4204,-14.0131,62.6,55,0,16.11,1616196757
Omboué,-1.5746,9.2618,74.35,93,100,6.78,1616196558
Kudahuvadhoo,2.6708,72.8944,82.94,71,94,7.49,1616196758
Vardø,70.3705,31.1107,30.2,80,75,21.85,1616196761
Brazzaville,-4.2658,15.2832,77.0,94,20,2.3,1616196761
Amga,60.8953,131.9608,17.33,94,100,5.99,1616196761
San Ramon,37.7799,-121.978,63.0,62,90,9.22,1616196595
Bermejo,-32.8833,-68.8,62.6,77,40,3.44,1616196762
Garachiné,8.0647,-78.3628,78.67,88,98,3.02,1616196762
Kalmunai,7.4167,81.8167,74.34,87,80,5.41,1616196762
Dhidhdhoo,6.8833,73.1,82.42,71,63,7.9,1616196763
Beidao,34.5686,105.8933,39.18,39,100,2.82,1616196763
Northam,51.0333,-4.2167,46.0,85,40,1.99,1616196635
Praia da Vitória,38.7333,-27.0667,59.0,88,40,9.82,1616196763
Geraldton,-28.7667,114.6,73.4,27,0,11.5,1616196547
Chhātak,25.0333,91.6667,66.88,42,90,5.75,1616196764
Yola,9.2,12.4833,85.71,47,76,5.66,1616196764
Avila,40.5833,-5.0,32.0,81,77,14.0,1616196764
Georgiyevskoye,58.731,45.024,12.07,96,66,6.02,1616196764
São João da Barra,-21.6403,-41.0511,76.93,89,19,12.95,1616196765
Noyabrsk,63.1994,75.4507,-2.99,98,99,14.67,1616196765
Miyako,39.6367,141.9525,41.77,67,71,2.93,1616196494
Dāmghān,36.1683,54.348,49.55,59,14,4.74,1616196765
Nushki,29.5542,66.0215,69.6,26,84,7.49,1616196765
Ingham,42.6,-84.3833,46.4,31,1,3.44,1616196766
Horconcitos,8.4682,-81.8007,69.46,85,99,5.19,1616196766
Hluti,-27.2167,31.6167,75.2,94,27,1.14,1616196766
Fairview,40.8126,-73.999,42.8,21,1,11.5,1616196767
Roura,4.7263,-52.3274,79.0,88,20,2.3,1616196767
Maniitsoq,65.4167,-52.9,23.49,70,100,14.52,1616196767
Dickinson,29.4608,-95.0513,68.0,39,1,10.36,1616196768
Jaranwala,31.3333,73.4333,65.7,37,47,4.34,1616196768
Mount Gambier,-37.8333,140.7667,66.2,77,0,13.8,1616196704
Sobolevo,54.4299,31.8996,23.61,89,49,4.27,1616196768
Iquique,-20.2208,-70.1431,71.6,64,0,16.11,1616196737
Krasnosel'kup,65.7,82.4667,-24.5,89,0,9.78,1616196768
Piaçabuçu,-10.4056,-36.4344,78.82,80,53,10.16,1616196769
